Image, Date, Time, Cloud_Coverage 
2015-10-05-11-34-03-wahrsis3-high.jpg,2015:10:05,11:34:03,0.106556
2015-10-05-11-34-03-wahrsis3-low.jpg,2015:10:05,11:34:03,0.113108
2015-10-05-11-34-03-wahrsis3-med.jpg,2015:10:05,11:34:03,0.074548
2015-10-05-11-36-03-wahrsis3-high.jpg,2015:10:05,11:36:03,0.326204
2015-10-05-11-36-03-wahrsis3-low.jpg,2015:10:05,11:36:03,0.32
2015-10-05-11-36-03-wahrsis3-med.jpg,2015:10:05,11:36:03,0.320508
2015-10-05-11-38-03-wahrsis3-high.jpg,2015:10:05,11:38:03,0.312624
2015-10-05-11-38-03-wahrsis3-low.jpg,2015:10:05,11:38:03,0.299952
2015-10-05-11-38-03-wahrsis3-med.jpg,2015:10:05,11:38:03,0.32812
2015-10-05-11-40-03-wahrsis3-high.jpg,2015:10:05,11:40:03,0.343744
2015-10-05-11-40-03-wahrsis3-low.jpg,2015:10:05,11:40:03,0.323348
2015-10-05-11-40-03-wahrsis3-med.jpg,2015:10:05,11:40:03,0.339624
2015-10-05-11-42-03-wahrsis3-high.jpg,2015:10:05,11:42:03,0.13522
2015-10-05-11-42-03-wahrsis3-low.jpg,2015:10:05,11:42:03,0.13312
2015-10-05-11-42-03-wahrsis3-med.jpg,2015:10:05,11:42:03,0.317456
2015-10-05-11-44-03-wahrsis3-high.jpg,2015:10:05,11:44:04,0.12324
2015-10-05-11-44-03-wahrsis3-low.jpg,2015:10:05,11:44:03,0.135828
2015-10-05-11-44-03-wahrsis3-med.jpg,2015:10:05,11:44:03,0.115236
2015-10-05-11-46-03-wahrsis3-high.jpg,2015:10:05,11:46:03,0.334736
2015-10-05-11-46-03-wahrsis3-low.jpg,2015:10:05,11:46:03,0.33252
2015-10-05-11-46-03-wahrsis3-med.jpg,2015:10:05,11:46:03,0.334608
2015-10-05-11-48-03-wahrsis3-high.jpg,2015:10:05,11:48:04,0.30202
2015-10-05-11-48-03-wahrsis3-low.jpg,2015:10:05,11:48:04,0.108932
2015-10-05-11-48-03-wahrsis3-med.jpg,2015:10:05,11:48:03,0.316872
2015-10-05-11-50-03-wahrsis3-high.jpg,2015:10:05,11:50:03,0.301792
2015-10-05-11-50-03-wahrsis3-low.jpg,2015:10:05,11:50:03,0.124368
2015-10-05-11-50-03-wahrsis3-med.jpg,2015:10:05,11:50:03,0.318948
2015-10-05-11-52-03-wahrsis3-high.jpg,2015:10:05,11:52:03,0.276416
2015-10-05-11-52-03-wahrsis3-low.jpg,2015:10:05,11:52:03,0.275956
2015-10-05-11-52-03-wahrsis3-med.jpg,2015:10:05,11:52:03,0.822284
2015-10-05-11-54-03-wahrsis3-high.jpg,2015:10:05,11:54:04,0.27366
2015-10-05-11-54-03-wahrsis3-low.jpg,2015:10:05,11:54:04,0.819484
2015-10-05-11-54-03-wahrsis3-med.jpg,2015:10:05,11:54:03,0.13662
2015-10-05-11-56-03-wahrsis3-high.jpg,2015:10:05,11:56:03,0.802176
2015-10-05-11-56-03-wahrsis3-low.jpg,2015:10:05,11:56:03,0.809876
2015-10-05-11-56-03-wahrsis3-med.jpg,2015:10:05,11:56:03,0.848104
2015-10-05-11-58-03-wahrsis3-high.jpg,2015:10:05,11:58:03,0.858324
2015-10-05-11-58-03-wahrsis3-low.jpg,2015:10:05,11:58:03,0.880484
2015-10-05-11-58-03-wahrsis3-med.jpg,2015:10:05,11:58:03,0.855024
2015-10-05-12-00-03-wahrsis3-high.jpg,2015:10:05,12:00:03,0.13736
2015-10-05-12-00-03-wahrsis3-low.jpg,2015:10:05,12:00:03,0.140064
2015-10-05-12-00-03-wahrsis3-med.jpg,2015:10:05,12:00:03,0.770596
2015-10-05-12-00-30-wahrsis3-high.jpg,2015:10:05,12:00:30,0.17228
2015-10-05-12-00-30-wahrsis3-low.jpg,2015:10:05,12:00:30,0.167708
2015-10-05-12-00-30-wahrsis3-med.jpg,2015:10:05,12:00:30,0.143392
2015-10-05-12-00-53-wahrsis3-high.jpg,2015:10:05,12:00:53,0.756644
2015-10-05-12-00-53-wahrsis3-low.jpg,2015:10:05,12:00:53,0.294624
2015-10-05-12-00-53-wahrsis3-med.jpg,2015:10:05,12:00:53,0.760396
2015-10-05-12-01-13-wahrsis3-high.jpg,2015:10:05,12:01:14,0.141004
2015-10-05-12-01-13-wahrsis3-low.jpg,2015:10:05,12:01:13,0.136764
2015-10-05-12-01-13-wahrsis3-med.jpg,2015:10:05,12:01:13,0.135596
2015-10-05-12-01-33-wahrsis3-high.jpg,2015:10:05,12:01:34,0.136748
2015-10-05-12-01-33-wahrsis3-low.jpg,2015:10:05,12:01:34,0.135312
2015-10-05-12-01-33-wahrsis3-med.jpg,2015:10:05,12:01:33,0.135868
2015-10-05-12-01-53-wahrsis3-high.jpg,2015:10:05,12:01:54,0.14388
2015-10-05-12-01-53-wahrsis3-low.jpg,2015:10:05,12:01:53,0.143396
2015-10-05-12-01-53-wahrsis3-med.jpg,2015:10:05,12:01:53,0.147388
2015-10-05-12-02-14-wahrsis3-high.jpg,2015:10:05,12:02:14,0.13676
2015-10-05-12-02-14-wahrsis3-low.jpg,2015:10:05,12:02:14,0.139584
2015-10-05-12-02-14-wahrsis3-med.jpg,2015:10:05,12:02:14,0.738184
2015-10-05-12-02-34-wahrsis3-high.jpg,2015:10:05,12:02:34,0.149848
2015-10-05-12-02-34-wahrsis3-low.jpg,2015:10:05,12:02:34,0.14684
2015-10-05-12-02-34-wahrsis3-med.jpg,2015:10:05,12:02:34,0.1435
2015-10-05-12-03-00-wahrsis3-high.jpg,2015:10:05,12:03:00,0.175292
2015-10-05-12-03-00-wahrsis3-low.jpg,2015:10:05,12:03:00,0.171644
2015-10-05-12-03-00-wahrsis3-med.jpg,2015:10:05,12:03:00,0.169396
2015-10-05-12-03-23-wahrsis3-high.jpg,2015:10:05,12:03:23,0.131852
2015-10-05-12-03-23-wahrsis3-low.jpg,2015:10:05,12:03:23,0.142524
2015-10-05-12-03-23-wahrsis3-med.jpg,2015:10:05,12:03:23,0.144592
2015-10-05-12-03-50-wahrsis3-high.jpg,2015:10:05,12:03:50,0.1615
